City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
347,elliot lake,46.3834,-82.6331,293.05,30,34,5.26,CA,2024-09-01
348,corzuela,-26.9537,-60.9693,293.85,37,31,1.69,AR,2024-09-01
349,mata-utu,-13.2816,-176.1745,299.65,76,9,10.22,WF,2024-09-01
350,cockburn town,21.4612,-71.1419,306.13,66,40,7.72,TC,2024-09-01
351,huarmey,-10.0681,-78.1522,292.79,72,17,5.68,PE,2024-09-01
352,timmins,48.4669,-81.3331,289.05,55,75,5.14,CA,2024-09-01
353,nacala,-14.5428,40.6728,295.08,62,0,5.04,MZ,2024-09-01
354,kantunilkin,21.0917,-87.45,298.27,99,95,2.3,MX,2024-09-01
355,zheleznogorsk-ilimskiy,56.5768,104.1217,283.68,99,100,0.9,RU,2024-09-01
356,jurm,36.8648,70.8342,288.46,44,0,1.0,AF,2024-09-01
357,nueva guinea,11.6876,-84.4562,302.49,73,54,1.37,NI,2024-09-01
358,cipo,-11.0997,-38.5136,296.79,55,0,5.79,BR,2024-09-01
359,porto novo,6.4965,2.6036,299.05,87,98,2.83,BJ,2024-09-01
360,pitimbu,-7.4706,-34.8086,297.75,74,33,6.91,BR,2024-09-01
361,hithadhoo,-0.6,73.0833,300.93,76,9,2.0,MV,2024-09-01
362,prince rupert,54.3161,-130.3201,288.2,100,100,4.12,CA,2024-09-01
363,lauro de freitas,-12.8944,-38.3272,298.16,73,75,4.63,BR,2024-09-01
364,dean funes,-30.4204,-64.3498,293.29,28,0,2.98,AR,2024-09-01
365,betioky,-23.7167,44.3833,290.28,77,0,5.93,MG,2024-09-01
366,carauari,-4.8828,-66.8958,312.2,16,7,1.55,BR,2024-09-01
367,el calafate,-50.3408,-72.2768,278.35,67,0,2.7,AR,2024-09-01
368,bereznik,62.8551,42.7072,289.73,95,79,2.03,RU,2024-09-01
369,vadso,70.0744,29.7487,285.24,87,75,2.57,NO,2024-09-01
370,la passe,45.5549,-0.8967,292.22,89,3,1.56,FR,2024-09-01
371,aegina,37.7467,23.4275,300.33,55,7,3.6,GR,2024-09-01
372,muang xay,20.7,101.9833,294.84,97,62,0.28,LA,2024-09-01
373,tadine,-21.55,167.8833,296.04,63,91,4.84,NC,2024-09-01
374,sligo,54.2697,-8.4694,289.11,94,100,0.51,IE,2024-09-01
375,kailua-kona,19.6406,-155.9956,303.48,70,20,3.09,US,2024-09-01
376,biloela,-24.4167,150.5,289.63,91,2,1.01,AU,2024-09-01
377,yacuiba,-22.038,-63.6797,297.06,30,9,2.78,BO,2024-09-01
378,fort bragg,35.139,-79.006,304.16,69,40,6.17,US,2024-09-01
379,hawera,-39.5917,174.2833,285.65,81,20,4.36,NZ,2024-09-01
380,fortuna,40.5982,-124.1573,296.44,63,0,5.14,US,2024-09-01
381,cururupu,-1.8283,-44.8683,298.91,77,5,2.22,BR,2024-09-01
382,vilyuysk,63.7553,121.6247,278.61,83,11,2.31,RU,2024-09-01
383,kyshtovka,56.555,76.6271,280.09,79,100,3.02,RU,2024-09-01
384,juneau,58.3019,-134.4197,286.16,100,96,2.23,US,2024-09-01
385,bahia blanca,-38.7196,-62.2724,289.88,37,100,6.56,AR,2024-09-01
386,bougouni,11.417,-7.479,295.73,92,99,2.45,ML,2024-09-01
387,sao jose da coroa grande,-8.8978,-35.1478,297.27,70,19,5.85,BR,2024-09-01
388,saint croix,17.7397,-64.7388,302.01,79,17,1.79,VI,2024-09-01
389,swakopmund,-22.6833,14.5333,293.77,44,31,2.11,NA,2024-09-01
390,uyskoye,54.3775,60.0047,281.36,87,7,1.49,RU,2024-09-01
391,zyryanskoye,56.8306,86.6258,281.43,86,100,1.7,RU,2024-09-01
392,maluso,6.543,121.8753,299.48,89,100,3.02,PH,2024-09-01
393,mitu,1.1983,-70.1733,300.77,64,93,0.89,CO,2024-09-01
394,conceicao das alagoas,-19.9147,-48.3883,303.51,15,0,2.59,BR,2024-09-01
395,bianzhuang,34.8486,118.0447,295.77,90,100,7.52,CN,2024-09-01
396,conduaga,8.862,117.4893,298.94,90,100,3.15,PH,2024-09-01
397,valdivia,-39.8142,-73.2459,283.2,98,100,4.38,CL,2024-09-01
398,vorgashor,67.5833,63.95,280.24,96,100,4.36,RU,2024-09-01
399,yokadouma,3.5167,15.05,294.67,98,100,0.23,CM,2024-09-01
400,ritchie,-29.038,24.6028,289.55,42,0,2.11,ZA,2024-09-01
401,ad dilam,23.9915,47.1627,305.65,17,14,3.12,SA,2024-09-01
402,achinsk,56.2694,90.4993,282.28,88,100,2.11,RU,2024-09-01
403,baharly,38.4362,57.4316,298.09,25,0,3.01,TM,2024-09-01
404,gokwe,-18.2048,28.9349,287.13,41,0,5.54,ZW,2024-09-01
405,la'ie,21.6477,-157.9253,304.13,79,41,3.13,US,2024-09-01
406,mandan,46.8267,-100.8896,298.15,38,0,3.09,US,2024-09-01
407,bartow,27.8964,-81.8431,304.87,72,100,2.92,US,2024-09-01
408,parthenay,46.6667,-0.4167,291.45,94,8,2.65,FR,2024-09-01
409,grand falls-windsor,48.9332,-55.6649,295.1,63,97,1.34,CA,2024-09-01
410,toamasina,-18.1667,49.3833,292.15,94,20,2.06,MG,2024-09-01
411,road town,18.4167,-64.6167,303.17,79,40,3.09,VG,2024-09-01
412,petauke,-14.2426,31.3253,290.92,47,1,4.19,ZM,2024-09-01
413,hacienda huancane,-15.8222,-70.8856,280.36,46,97,7.98,PE,2024-09-01
414,kilindoni,-7.9139,39.6668,298.29,77,11,7.25,TZ,2024-09-01
415,puerto armuelles,8.2833,-82.8667,297.88,94,100,0.84,PA,2024-09-01
416,tafuna,-14.3358,-170.72,298.94,78,1,4.87,AS,2024-09-01
417,pinarhisar,41.6242,27.52,292.8,86,56,2.24,TR,2024-09-01
418,zheshart,62.0731,49.5733,289.82,82,100,3.18,RU,2024-09-01
419,sferracavallo,42.726,12.0956,299.06,63,65,0.18,IT,2024-09-01
420,severo-yeniseyskiy,60.3725,93.0408,277.04,93,100,1.69,RU,2024-09-01
421,birao,10.2849,22.7882,292.47,94,94,0.67,CF,2024-09-01
422,ciudad general teran,25.2667,-99.6833,302.87,59,100,2.58,MX,2024-09-01
423,marysville,48.0518,-122.1771,302.43,62,0,3.09,US,2024-09-01
424,kalmunai,7.4167,81.8167,299.91,75,75,2.57,LK,2024-09-01
425,pul-e khumri,35.9446,68.7151,295.85,24,0,0.02,AF,2024-09-01
426,parauapebas,-6.0675,-49.9022,309.14,24,0,3.09,BR,2024-09-01
427,begusarai,25.4167,86.1333,300.43,84,100,3.27,IN,2024-09-01
428,itoman,26.1247,127.6694,300.58,74,0,2.06,JP,2024-09-01
429,saint-pierre,-21.3393,55.4781,292.97,64,20,3.6,RE,2024-09-01
430,namibe,-15.1961,12.1522,292.59,84,98,2.47,AO,2024-09-01
431,tamanrasset,22.785,5.5228,290.1,100,40,3.6,DZ,2024-09-01
432,dauphin,51.1494,-100.0502,296.23,35,0,4.12,CA,2024-09-01
433,zaozersk,69.4005,32.4476,284.82,88,97,3.06,RU,2024-09-01
434,oistins,13.0667,-59.5333,304.2,70,40,4.63,BB,2024-09-01
435,gornyatskiy,48.2915,40.9575,299.03,36,55,6.91,RU,2024-09-01
436,bonthe,7.5264,-12.505,297.81,89,100,5.43,SL,2024-09-01
437,luganville,-15.5333,167.1667,299.11,63,75,6.57,VU,2024-09-01
438,kamloops,50.6665,-120.3192,303.57,39,20,1.03,CA,2024-09-01
439,ciudad lazaro cardenas,17.9583,-102.2,303.73,67,97,4.93,MX,2024-09-01
440,ingeniero jacobacci,-41.3427,-69.5448,282.74,38,90,16.38,AR,2024-09-01
441,port isabel,26.0734,-97.2086,307.08,79,43,5.81,US,2024-09-01
442,mocimboa,-11.3167,40.35,297.41,74,38,7.3,MZ,2024-09-01
443,freeport,40.6576,-73.5832,301.1,80,20,4.12,US,2024-09-01
444,puerto ayacucho,5.6639,-67.6236,304.38,62,47,0.91,VE,2024-09-01
445,sanctuary point,-35.1114,150.629,293.34,27,0,9.25,AU,2024-09-01
446,kos,36.8933,27.2889,296.84,78,100,3.11,GR,2024-09-01
447,petropavlovsk-kamchatsky,53.0452,158.6483,285.48,100,75,1.0,RU,2024-09-01
448,sosnovo-ozerskoye,52.5249,111.5418,281.49,84,66,2.21,RU,2024-09-01
449,jaleshwar,26.6471,85.8008,299.64,85,100,3.0,NP,2024-09-01
450,pandan,14.0453,124.1694,300.01,81,100,9.04,PH,2024-09-01
451,terrace,54.5163,-128.6035,296.1,64,75,0.0,CA,2024-09-01
452,idri,27.5,13.2667,307.57,26,45,7.46,LY,2024-09-01
453,rawson,-43.3002,-65.1023,297.31,12,0,7.72,AR,2024-09-01
454,sibut,5.718,19.0739,294.33,97,89,1.34,CF,2024-09-01
455,polyarnyy,69.1989,33.4478,284.32,88,99,2.87,RU,2024-09-01
456,changleng,28.7,115.8167,303.07,70,0,1.18,CN,2024-09-01
457,sechura,-5.5569,-80.8222,296.14,58,21,7.97,PE,2024-09-01
458,novaya igirma,57.1334,103.9112,284.42,98,100,0.98,RU,2024-09-01
459,kegen,43.0197,79.2203,280.77,86,2,0.73,KZ,2024-09-01
460,jilib,0.4883,42.7854,296.54,84,60,3.27,SO,2024-09-01
461,codrington,-38.2667,141.9667,280.8,72,28,14.41,AU,2024-09-01
462,chu,43.5983,73.7614,290.46,37,39,5.59,KZ,2024-09-01
463,bijar,35.8668,47.6051,292.28,17,0,3.29,IR,2024-09-01
464,trinidad,-14.8333,-64.9,302.14,37,0,4.63,BO,2024-09-01
465,barra,-11.0894,-43.1417,300.97,39,4,2.82,BR,2024-09-01
466,parkes,-33.1333,148.1833,280.96,50,0,4.77,AU,2024-09-01
467,sulak,43.2734,47.5146,298.17,72,0,9.75,RU,2024-09-01
468,thunder bay,48.4001,-89.3168,294.14,37,20,8.23,CA,2024-09-01
469,shanhaiguan,39.9988,119.7564,290.01,66,21,2.77,CN,2024-09-01
470,burang,30.25,81.1667,282.84,82,100,2.18,CN,2024-09-01
471,hadibu,12.65,54.0333,298.71,80,15,9.35,YE,2024-09-01
472,skowhegan,44.7651,-69.7192,301.57,62,1,3.91,US,2024-09-01
473,limon,10.0,-83.0333,303.09,70,0,2.57,CR,2024-09-01
474,minas de marcona,-15.2119,-75.1103,288.89,59,0,7.64,PE,2024-09-01
475,ouargla,31.9493,5.325,310.19,22,20,2.57,DZ,2024-09-01
476,korla,41.7597,86.1469,297.54,44,3,1.28,CN,2024-09-01
477,bel ombre,-4.6167,55.4167,299.06,83,40,4.12,SC,2024-09-01
478,chibougamau,49.9168,-74.3659,283.94,87,75,3.09,CA,2024-09-01
479,chela,34.069,104.4619,288.12,98,96,1.54,CN,2024-09-01
480,ta`u,-14.2336,-169.5144,298.94,82,2,4.93,AS,2024-09-01
481,baiti,13.745,-14.7482,298.72,91,100,4.87,SN,2024-09-01
482,acajutla,13.5928,-89.8275,300.97,79,100,2.59,SV,2024-09-01
483,amahai,-3.3333,128.9167,297.24,85,68,1.78,ID,2024-09-01
484,marsh harbour,26.5412,-77.0636,302.02,74,100,6.56,BS,2024-09-01
485,essaouira,31.5125,-9.77,296.87,73,0,5.14,MA,2024-09-01
486,coxim,-18.5067,-54.76,309.33,13,0,2.38,BR,2024-09-01
487,feldru,47.2833,24.6,289.49,51,19,3.57,RO,2024-09-01
488,gabu,12.2833,-14.2167,296.84,97,100,2.57,GW,2024-09-01
489,palu,-0.8917,119.8707,296.66,98,53,1.17,ID,2024-09-01
490,muscat,23.6139,58.5922,302.87,68,100,3.11,OM,2024-09-01
491,pacific grove,36.6177,-121.9166,296.14,75,0,4.63,US,2024-09-01
492,luena,-11.7833,19.9167,291.1,38,17,2.53,AO,2024-09-01
493,nikel,69.4128,30.222,283.77,87,97,1.76,RU,2024-09-01
494,nishinoomote,30.7333,131.0,299.02,78,68,2.4,JP,2024-09-01
495,andkhoy,36.9529,65.1238,296.13,24,0,5.19,AF,2024-09-01
496,tsarevo,42.1667,27.85,294.12,90,48,1.81,BG,2024-09-01
497,pontal do parana,-25.6533,-48.5128,292.88,83,100,1.82,BR,2024-09-01
498,kambove,-10.8764,26.5969,292.86,45,51,2.96,CD,2024-09-01
499,puttalam,8.0362,79.8283,300.73,83,95,8.4,LK,2024-09-01
500,odesskoye,54.2111,72.9651,279.24,82,85,2.23,RU,2024-09-01
501,arteche,12.2645,125.4048,297.86,89,97,2.35,PH,2024-09-01
502,sao joao da barra,-21.6403,-41.0511,298.2,80,0,8.43,BR,2024-09-01
503,olovyannaya,50.95,115.5667,283.75,70,12,2.19,RU,2024-09-01
504,labytnangi,66.6572,66.4183,281.99,87,100,4.56,RU,2024-09-01
505,at taj,24.2049,23.2857,306.9,27,9,6.33,LY,2024-09-01
506,yeppoon,-23.1333,150.7333,291.19,90,0,1.75,AU,2024-09-01
507,jose panganiban,14.2906,122.6917,298.18,91,100,10.09,PH,2024-09-01
508,st. john's,47.5649,-52.7093,292.9,82,75,4.63,CA,2024-09-01
509,zyryanovsk,49.7386,84.2719,281.47,89,100,1.1,KZ,2024-09-01
510,turabah,21.2141,41.6331,303.87,28,99,10.09,SA,2024-09-01
511,goor,52.2333,6.5861,294.86,77,23,0.45,NL,2024-09-01
512,bacalar,18.6667,-88.3833,306.21,66,75,5.66,MX,2024-09-01
513,newport,51.5877,-2.9984,292.84,90,99,2.37,GB,2024-09-01
514,kloulklubed,7.0419,134.2556,300.42,79,100,2.66,PW,2024-09-01
515,pindushi,62.9152,34.58,284.97,75,11,1.75,RU,2024-09-01
516,bafra,41.5678,35.9069,295.08,86,100,1.72,TR,2024-09-01
517,morant bay,17.8815,-76.4093,302.59,76,91,4.18,JM,2024-09-01
518,alofi,-19.0595,-169.9187,298.09,73,40,5.14,NU,2024-09-01
519,conception bay south,47.4999,-52.9981,294.01,83,75,4.9,CA,2024-09-01
520,nadym,65.5333,72.5167,280.2,95,100,5.14,RU,2024-09-01
521,aykol,38.1751,77.2132,297.05,44,93,2.34,CN,2024-09-01
522,argeles,42.5471,3.0225,294.83,87,79,1.86,FR,2024-09-01
523,iaciara,-14.0958,-46.6317,303.39,15,3,2.25,BR,2024-09-01
524,yermentau,51.6214,73.1069,278.64,91,56,3.11,KZ,2024-09-01
525,feira nova,-7.9508,-35.3892,294.76,81,16,4.72,BR,2024-09-01
526,opuwo,-18.0607,13.84,294.49,17,4,3.9,NA,2024-09-01
527,saint-joseph,-21.3667,55.6167,292.36,77,27,4.77,RE,2024-09-01
528,olaine,56.7853,23.9381,288.67,88,0,3.09,LV,2024-09-01
529,horseheads,42.167,-76.8205,301.9,56,1,3.48,US,2024-09-01
530,ketrzyn,54.0768,21.3753,285.69,68,2,3.12,PL,2024-09-01
531,murun-kuren,49.6342,100.1625,284.29,63,1,0.74,MN,2024-09-01
532,balabac,7.9868,117.0645,300.28,83,100,6.45,PH,2024-09-01
533,ridgecrest,35.6225,-117.6709,313.41,9,75,2.57,US,2024-09-01
534,fort mcmurray,56.7268,-111.381,302.92,34,100,9.26,CA,2024-09-01
535,zayed city,24.3768,54.589,308.71,59,0,4.12,AE,2024-09-01
536,shahr-e babak,30.1165,55.1186,294.95,14,0,6.82,IR,2024-09-01
537,arua,3.0201,30.9111,290.15,93,70,1.05,UG,2024-09-01
538,coyuca de benitez,17.0333,-100.0667,304.87,65,100,3.63,MX,2024-09-01
539,narasannapeta,18.4167,84.05,299.2,89,77,1.93,IN,2024-09-01
540,missoula,47.0166,-113.8009,297.37,14,6,2.54,US,2024-09-01
541,portland,45.5234,-122.6762,303.04,48,100,1.79,US,2024-09-01
542,kayangel,8.0823,134.7173,299.63,82,100,0.38,PW,2024-09-01
543,ambovombe,-25.1667,46.0833,291.62,80,36,7.79,MG,2024-09-01
544,rundu,-17.9333,19.7667,290.85,28,0,3.6,NA,2024-09-01
545,sefwi wiawso,6.2044,-2.4886,294.9,94,70,1.41,GH,2024-09-01
546,glencoe,-28.1783,30.147,286.9,40,0,1.16,ZA,2024-09-01
547,tofol,5.3248,163.0078,301.89,76,99,6.56,FM,2024-09-01
548,sisimiut,66.9395,-53.6735,276.59,74,94,2.85,GL,2024-09-01
549,pyapon,16.2833,95.6833,298.25,96,100,2.35,MM,2024-09-01
550,santa elena de uairen,4.6167,-61.1333,295.53,82,36,1.66,VE,2024-09-01
551,dilling,12.05,29.65,294.02,92,100,3.58,SD,2024-09-01
552,porbandar,21.6422,69.6093,300.05,86,100,2.08,IN,2024-09-01
553,selkirk,50.1436,-96.8845,294.92,45,100,2.24,CA,2024-09-01
554,egilsstadir,65.2653,-14.3948,287.1,72,75,9.77,IS,2024-09-01
555,kapit,2.0167,112.9333,295.87,99,100,0.33,MY,2024-09-01
556,bardai,11.65,7.2333,295.49,88,97,3.38,NG,2024-09-01
557,howard springs,-12.497,131.047,298.1,89,33,1.88,AU,2024-09-01
558,salanso,12.1833,-4.0833,297.47,92,100,2.27,BF,2024-09-01
559,iguape,-24.7081,-47.5553,294.92,72,97,3.49,BR,2024-09-01
560,flying fish cove,-10.4217,105.6791,296.97,88,100,3.6,CX,2024-09-01
561,riyadh,24.6877,46.7219,305.51,18,1,2.13,SA,2024-09-01
562,ghormach,35.7306,63.7826,295.62,27,0,2.72,AF,2024-09-01
563,san antonio,29.4241,-98.4936,309.18,46,75,5.66,US,2024-09-01
564,meulaboh,4.1363,96.1285,299.44,84,100,0.87,ID,2024-09-01
565,togur,58.3631,82.8265,279.1,87,100,2.95,RU,2024-09-01
566,lethbridge,49.7,-112.8186,303.42,30,75,2.06,CA,2024-09-01
567,presov,49.1667,21.25,290.45,72,9,2.16,SK,2024-09-01
568,kapuskasing,49.4169,-82.4331,285.2,87,75,7.72,CA,2024-09-01
569,ujae,8.9322,165.7642,301.46,79,98,6.43,MH,2024-09-01
570,presidente medici,-11.1753,-61.9014,311.43,15,3,2.38,BR,2024-09-01
571,geneina,13.45,22.45,292.93,95,99,3.0,SD,2024-09-01
572,pisco,-13.7,-76.2167,292.18,68,0,6.69,PE,2024-09-01
573,salalah,17.0151,54.0924,299.2,94,40,1.03,OM,2024-09-01
574,kone,-21.0595,164.8658,296.46,64,0,2.87,NC,2024-09-01
575,sinabang,2.4803,96.3801,299.08,85,100,1.45,ID,2024-09-01
576,nuuk,64.1835,-51.7216,279.49,45,20,2.57,GL,2024-09-01
577,tefe,-3.3542,-64.7114,308.21,49,20,3.09,BR,2024-09-01
578,coristanco,43.2,-8.75,293.96,86,99,1.25,ES,2024-09-01
579,puerto deseado,-47.7503,-65.8938,286.65,50,100,4.18,AR,2024-09-01
580,ryotsu-minato,38.0833,138.4333,297.13,85,53,1.09,JP,2024-09-01
581,kenai,60.5544,-151.2583,289.27,77,40,3.09,US,2024-09-01
582,alness,57.696,-4.2551,288.07,85,81,1.47,GB,2024-09-01
583,lucapa,-8.4192,20.7447,295.39,53,70,1.38,AO,2024-09-01
584,katima mulilo,-17.5,24.2667,290.67,44,0,2.64,NA,2024-09-01
585,mossel bay,-34.1831,22.146,283.11,80,8,2.19,ZA,2024-09-01
586,coron,11.9986,120.2043,297.87,94,100,3.29,PH,2024-09-01
587,mangrol,21.1167,70.1167,300.11,85,100,2.26,IN,2024-09-01
588,wagrowiec,52.8084,17.1996,288.98,51,95,3.47,PL,2024-09-01
589,kuraymah,18.55,31.85,304.64,52,95,6.13,SD,2024-09-01
590,cerano,20.1167,-101.3833,298.37,45,100,1.44,MX,2024-09-01
591,sal rei,16.1833,-22.9167,298.93,81,96,5.14,CV,2024-09-01
592,flin flon,54.7682,-101.865,294.06,43,75,4.63,CA,2024-09-01
593,turtas,58.9417,69.1325,281.24,78,98,4.3,RU,2024-09-01
594,masallatah,32.6167,14.0,298.04,70,2,3.87,LY,2024-09-01
595,umba,66.6871,34.3429,283.85,82,83,2.44,RU,2024-09-01
596,moab,38.5733,-109.5498,309.05,17,34,5.08,US,2024-09-01
597,alibag,18.6411,72.8792,299.68,84,100,2.51,IN,2024-09-01
598,beloyarskiy,63.7119,66.6722,286.63,97,100,3.59,RU,2024-09-01
599,newnham,-41.3833,147.1333,279.68,93,97,3.6,AU,2024-09-01
600,siwa oasis,29.2041,25.5195,305.75,32,34,6.65,EG,2024-09-01
601,diamantina,-18.2494,-43.6003,292.84,25,0,2.53,BR,2024-09-01
602,buka,40.8108,69.1986,289.97,42,2,1.7,UZ,2024-09-01
603,villa gesell,-37.2639,-56.973,283.15,90,100,2.82,AR,2024-09-01
604,tshabong,-26.05,22.45,291.37,33,0,4.92,BW,2024-09-01
605,hun,29.1268,15.9477,304.86,39,0,3.5,LY,2024-09-01
606,boali,4.8005,18.1275,294.6,96,46,1.34,CF,2024-09-01
607,yarmouth,41.7057,-70.2286,296.49,93,100,6.69,US,2024-09-01
608,khagaria,25.5,86.4833,300.52,83,100,3.02,IN,2024-09-01
609,ujjain,23.1833,75.7667,296.46,96,100,2.83,IN,2024-09-01
610,novyy urgal,51.0736,132.5642,279.86,77,0,2.59,RU,2024-09-01
611,mendi,-6.1761,143.6513,284.54,95,76,1.78,PG,2024-09-01
